205520;4;20220103;Kelvin;4.25
206452;4;20220103;Jahdai;2.41
207060;4;20220103;Jensen;2.16
209285;4;20220103;Hristo;7.33
209442;4;20220103;Austin;1.01
209543;4;20220103;Javier;4.21
210413;4;20220103;Markus;3.65
211350;4;20220103;Yulian;3.66
212781;4;20220103;Andres;9.71
215070;4;20220103;German;2.15
215243;4;20220103;Dorlan;2.60
216489;4;20220103;Samuel;8.62
217477;4;20220103;Leonel;5.16
218993;4;20220103;Thomas;4.04
221600;4;20220103;Eithan;9.93
221747;4;20220103;Harold;4.81
